Date,^GSPC,^DJI,^GSPTSE,QQQM,SFY,VDY.TO,XHU.TO,CADUSD=X,CAD=X
2000-01-03,1455.219970703125,11357.509765625,,,,,,,
2000-01-04,1399.4200439453125,10997.9296875,8202.599609375,,,,,,
2000-01-05,1402.1099853515625,11122.650390625,8119.39990234375,,,,,,
2000-01-06,1403.449951171875,11253.259765625,8114.2001953125,,,,,,
2000-01-07,1441.469970703125,11522.5595703125,8429.400390625,,,,,,
2000-01-10,1457.5999755859375,11572.2001953125,8602.5,,,,,,
2000-01-11,1438.56005859375,11511.080078125,8442.599609375,,,,,,
2000-01-12,1432.25,11551.099609375,8360.0,,,,,,
2000-01-13,1449.6800537109375,11582.4296875,8417.900390625,,,,,,
2000-01-14,1465.1500244140625,11722.98046875,8357.5,,,,,,
2000-01-18,1455.1400146484375,11560.7197265625,8589.7001953125,,,,,,
2000-01-19,1455.9000244140625,11489.3603515625,8635.099609375,,,,,,
2000-01-20,1445.5699462890625,11351.2998046875,8682.900390625,,,,,,
2000-01-21,1441.3599853515625,11251.7099609375,8634.900390625,,,,,,
2000-01-24,1401.530029296875,11008.169921875,8458.7998046875,,,,,,
2000-01-25,1410.030029296875,11029.8896484375,8505.5,,,,,,
2000-01-26,1404.0899658203125,11032.990234375,8582.599609375,,,,,,
2000-01-27,1398.56005859375,11028.01953125,8645.7998046875,,,,,,
2000-01-28,1360.1600341796875,10738.8701171875,8390.400390625,,,,,,
2000-01-31,1394.4599609375,10940.5302734375,8481.099609375,,,,,,
2000-02-01,1409.280029296875,11041.0498046875,8535.2998046875,,,,,,
2000-02-02,1409.1199951171875,11003.2001953125,8769.5,,,,,,
2000-02-03,1424.969970703125,11013.4404296875,8894.400390625,,,,,,
2000-02-04,1424.3699951171875,10963.7998046875,9209.2001953125,,,,,,
2000-02-07,1424.239990234375,10905.7900390625,9156.0,,,,,,
2000-02-08,1441.719970703125,10957.599609375,9300.7998046875,,,,,,
2000-02-09,1411.7099609375,10699.16015625,9255.2001953125,,,,,,
2000-02-10,1416.8299560546875,10643.6298828125,9321.0,,,,,,
2000-02-11,1387.1199951171875,10425.2099609375,9156.7001953125,,,,,,
2000-02-14,1389.93994140625,10519.83984375,9314.5,,,,,,
2000-02-15,1402.050048828125,10718.08984375,9356.099609375,,,,,,
2000-02-16,1387.6700439453125,10561.41015625,9428.599609375,,,,,,
2000-02-17,1388.260009765625,10514.5703125,9463.5,,,,,,
2000-02-18,1346.0899658203125,10219.51953125,9295.5,,,,,,
2000-02-22,1352.1700439453125,10304.83984375,9194.900390625,,,,,,
2000-02-23,1360.68994140625,10225.73046875,9315.0,,,,,,
2000-02-24,1353.4300537109375,10092.6298828125,9214.2001953125,,,,,,
2000-02-25,1333.3599853515625,9862.1201171875,9141.2001953125,,,,,,
2000-02-28,1348.050048828125,10038.650390625,9223.400390625,,,,,,
2000-02-29,1366.4200439453125,10128.3095703125,9129.0,,,,,,
2000-03-01,1379.18994140625,10137.9296875,9411.599609375,,,,,,
2000-03-02,1381.760009765625,10164.919921875,9516.099609375,,,,,,
